,Prix,Etage,Surface habitable,NB Salons,NB Chambres,NB Salles de Bain,Longitude,Latitude
20388,460000,1,65,1,2,1,-6.770813800000001,34.0336969
20389,460000,1,60,1,2,1,-6.5890166,34.2540503
20390,450000,1,54,1,2,1,-9.5925444,30.4280405
20392,700000,1,76,1,2,1,-7.589843399999999,33.5731104
20394,320000,2,66,1,2,1,-6.5303102,34.0078774
20395,310000,1,69,1,2,1,-7.589843399999999,33.5731104
20396,330000,4,59,2,2,1,-5.833954299999999,35.7594651
20398,350000,2,56,1,2,1,-6.770813800000001,34.0336969
20399,700000,1,70,1,2,1,-6.9273969,33.9203274
20401,350000,1,70,1,2,1,-5.284117699999999,35.6196262
20403,280000,4,52,1,3,1,-7.1599419,33.7734338
20404,790000,2,92,1,3,2,-5.5407299,33.8730164
20407,1100000,6,86,2,2,2,-5.833954299999999,35.7594651
20408,220000,3,90,2,3,1,-5.0078451,34.0181246
20409,480000,1,75,1,2,1,-6.6905458,32.5009216
20410,520000,3,64,1,2,1,-5.284117699999999,35.6196262
20414,540000,1,114,2,2,2,-9.2272033,32.3008151
20417,430000,4,60,1,2,1,-5.833954299999999,35.7594651
20421,300000,3,86,1,3,2,-5.0078451,34.0181246
20422,1100000,1,160,2,6,2,-7.589843399999999,33.5731104
20423,1020000,4,140,2,3,3,-6.5890166,34.2540503
20426,250000,1,50,1,2,1,-10.0527498,28.9883659
20427,500000,3,69,1,2,2,-7.589843399999999,33.5731104
20429,400000,2,64,2,3,1,-9.5925444,30.4280405
20430,290000,1,80,1,1,1,-7.450382899999998,33.6353103
20432,1100000,3,105,1,2,2,-7.589843399999999,33.5731104
20433,510000,1,120,1,4,1,-7.8469981,33.42125559999999
20434,1800000,1,109,1,2,2,-5.833954299999999,35.7594651
20435,680000,1,71,1,2,2,-9.5925444,30.4280405
20436,1200000,1,89,2,2,2,-6.9273969,33.9203274
20437,300000,1,56,1,1,1,-6.770813800000001,34.0336969
20438,550000,1,97,1,3,1,-6.5890166,34.2540503
20439,520000,1,61,1,2,1,-5.833954299999999,35.7594651
20440,600000,2,78,2,2,1,-7.589843399999999,33.5731104
20443,630000,2,100,1,2,1,-6.5890166,34.2540503
20444,350000,1,54,1,2,1,-5.833954299999999,35.7594651
20448,430000,4,60,1,3,1,-5.833954299999999,35.7594651
20449,690000,4,81,1,2,1,-5.833954299999999,35.7594651
20450,790000,1,91,1,2,2,-6.5890166,34.2540503
20451,665000,2,92,2,2,2,-6.5890166,34.2540503
20452,430000,2,70,1,3,1,-7.589843399999999,33.5731104
20453,2950000,1,184,2,3,3,-7.825917399999999,33.524034
20455,380000,2,102,2,3,2,-5.0078451,34.0181246
20458,600000,1,67,1,4,1,-8.500711599999999,33.2316326
20460,320000,4,55,1,2,1,-7.1599419,33.7734338
20461,260000,1,80,2,2,1,-7.589843399999999,33.5731104
20462,380000,4,84,2,2,2,-5.915536899999999,35.0035307
20463,330000,2,80,1,2,1,-1.900155,34.681962
20464,915000,2,110,1,3,2,-7.989825799999999,31.6225224
20465,300000,1,60,2,2,1,-5.0078451,34.0181246
20466,500000,1,91,1,3,2,-7.8469981,33.42125559999999
20467,870000,1,66,1,1,1,-7.945665899999999,33.4774313
20468,470000,1,79,1,2,1,-5.3625516,35.5888995
20469,1000000,3,100,2,3,2,-6.9273969,33.9203274
20470,300000,1,66,1,2,1,-5.833954299999999,35.7594651
20471,500000,2,120,1,3,1,-7.5843171,33.268687
20474,1350000,1,138,2,3,2,-8.500711599999999,33.2316326
20475,730000,1,76,2,2,2,-7.589843399999999,33.5731104
20476,1700000,1,120,1,4,1,-7.589843399999999,33.5731104
20477,1000000,2,108,2,3,2,-6.9273969,33.9203274
20479,220000,1,45,1,1,1,-5.284117699999999,35.6196262
20480,600000,3,80,1,3,1,-7.589843399999999,33.5731104
20481,640000,3,79,1,2,2,-5.833954299999999,35.7594651
20482,800000,1,75,1,2,1,-5.284117699999999,35.6196262
20484,750000,4,75,1,2,2,-7.989825799999999,31.6225224
20485,280000,1,50,1,2,1,-5.833954299999999,35.7594651
20486,500000,1,144,2,2,2,-5.0078451,34.0181246
20487,500000,1,140,2,5,2,-5.0078451,34.0181246
20488,270000,4,56,1,2,2,-7.589843399999999,33.5731104
20489,300000,1,55,1,3,1,-7.589843399999999,33.5731104
20490,460000,1,60,1,1,1,-6.9273969,33.9203274
20492,810000,3,88,1,2,2,-9.2272033,32.3008151
20495,450000,3,83,2,2,1,-7.989825799999999,31.6225224
20496,700000,2,90,1,3,1,-8.500711599999999,33.2316326
20497,370000,4,100,2,2,2,-5.915536899999999,35.0035307
20499,840000,4,71,1,2,1,-7.1599419,33.7734338
20500,340000,4,55,1,2,1,-7.589843399999999,33.5731104
20502,1450000,1,137,2,2,1,-6.9273969,33.9203274
20505,420000,3,50,1,2,1,-6.770813800000001,34.0336969
20506,800000,1,81,1,3,1,-6.3207151,33.8954803
20508,700000,1,63,1,2,1,-7.589843399999999,33.5731104
20509,440000,3,62,1,4,1,-7.589843399999999,33.5731104
20510,320000,2,80,1,3,1,-6.1473964,35.1744271
20511,340000,3,68,1,2,1,-5.5407299,33.8730164
20512,565000,2,70,1,3,1,-7.589843399999999,33.5731104
20513,390000,3,50,1,2,1,-7.589843399999999,33.5731104
20514,1600000,5,128,2,3,1,-7.589843399999999,33.5731104
20516,290000,2,66,2,2,2,-5.0078451,34.0181246
20518,300000,3,60,1,2,2,-6.9262805,33.8307968
20519,250000,1,64,1,2,1,-5.0078451,34.0181246
20520,220000,1,64,1,2,1,-7.622266499999999,32.99242419999999
20522,720000,2,89,1,2,2,-7.589843399999999,33.5731104
20523,530000,1,76,1,2,2,-7.945665899999999,33.4774313
20528,800000,3,72,1,2,2,-7.989825799999999,31.6225224
20530,2700000,1,176,2,4,3,-6.8498129,33.9715904
20531,1500000,1,150,1,3,2,-6.8498129,33.9715904
20532,660000,2,78,1,3,1,-7.589843399999999,33.5731104
20533,600000,4,71,1,2,1,-5.284117699999999,35.6196262
20535,250000,1,72,1,2,1,-5.0078451,34.0181246
20536,650000,1,64,1,2,1,-9.5925444,30.4280405
20537,300000,1,60,1,2,1,-7.633112999999999,33.4497542
20538,340000,3,60,1,2,1,-7.1599419,33.7734338
20539,480000,3,53,1,2,1,-5.833954299999999,35.7594651
20540,1190000,3,147,3,3,2,-5.0078451,34.0181246
20541,2100000,6,121,1,3,2,-7.589843399999999,33.5731104
20542,760000,3,129,2,3,3,-5.0078451,34.0181246
20544,600000,2,51,1,1,1,-7.589843399999999,33.5731104
20548,1090000,2,99,1,2,2,-7.589843399999999,33.5731104
20549,1100000,3,83,1,3,1,-5.833954299999999,35.7594651
20560,1400000,1,105,2,2,1,-5.833954299999999,35.7594651
20563,700000,4,66,2,2,2,-7.589843399999999,33.5731104
20564,330000,1,70,1,2,1,-8.000163299999999,33.3736523
20565,320000,1,56,1,2,1,-7.633112999999999,33.4497542
20566,270000,1,60,1,2,1,-7.633112999999999,33.4497542
20568,470000,3,68,1,2,1,-6.5890166,34.2540503
20569,700000,1,110,1,2,2,-7.384854699999999,33.6835086
20570,300000,1,56,1,2,1,-5.833954299999999,35.7594651
20571,300000,4,70,1,2,1,-5.5407299,33.8730164
20572,360000,1,60,1,2,1,-7.589843399999999,33.5731104
20574,280000,1,52,1,2,1,-7.589843399999999,33.5731104
20575,2700000,2,53,1,2,2,-7.1599419,33.7734338
20578,380000,2,98,2,2,2,-7.622266499999999,32.99242419999999
20579,1460000,1,114,1,2,2,-6.9273969,33.9203274
20580,430000,1,70,1,2,1,-5.0078451,34.0181246
20581,1050000,3,102,2,3,2,-6.9273969,33.9203274
20583,570000,3,57,1,2,1,-7.589843399999999,33.5731104
20584,550000,4,80,1,2,1,-5.0078451,34.0181246
20585,320000,1,67,1,2,1,-2.3123031,34.9177281
20587,640000,1,105,1,2,1,-7.092619999999999,31.791702
20590,980000,1,46,1,1,1,-6.8498129,33.9715904
20591,380000,2,100,2,2,2,-7.622266499999999,32.99242419999999
20595,640000,2,91,1,4,2,-7.5370811,33.4160634
20596,450000,2,67,2,1,1,-6.9273969,33.9203274
20597,320000,1,62,1,2,1,-5.3625516,35.5888995
20599,280000,1,100,2,3,2,-5.0078451,34.0181246
20600,1550000,4,123,2,3,2,-7.589843399999999,33.5731104
20603,680000,1,63,1,2,1,-7.589843399999999,33.5731104
20604,300000,3,60,1,2,2,-9.5040247,30.33792829999999
20605,320000,1,62,1,2,1,-5.3625516,35.5888995
20606,250000,1,70,1,2,2,-5.0078451,34.0181246
20607,1550000,4,123,2,3,2,-7.589843399999999,33.5731104
20608,1600000,2,152,2,5,3,-6.9273969,33.9203274
20609,1480000,3,98,2,10,1,-9.2272033,32.3008151
20610,580000,3,101,1,3,1,-7.5843171,33.268687
20611,400000,4,68,1,2,1,-7.384854699999999,33.6835086
20613,960000,1,75,1,2,1,-7.589843399999999,33.5731104
20614,1650000,4,122,2,3,2,-7.589843399999999,33.5731104
20616,250000,3,65,1,2,1,-9.2272033,32.3008151
20621,2000000,1,158,2,2,2,-6.8498129,33.9715904
20623,460000,1,75,1,3,1,-7.5843171,33.268687
20624,520000,3,114,1,3,2,-7.622266499999999,32.99242419999999
20625,590000,2,120,1,3,2,-6.5890166,34.2540503
20626,360000,1,62,1,2,1,-8.500711599999999,33.2316326
20634,710000,1,120,1,2,2,-7.989825799999999,31.6225224
20636,390000,3,54,1,1,1,-5.3233213,35.6805832
20637,350000,2,117,1,3,2,-5.0078451,34.0181246
20640,850000,1,85,1,1,2,-5.3233213,35.6805832
20641,2100000,3,138,2,3,2,-6.8498129,33.9715904
20647,1200000,3,110,3,9,3,-6.0308654,35.4646127
20648,310000,1,44,1,2,1,-7.945665899999999,33.4774313
20649,988000,7,104,1,3,3,-5.0078451,34.0181246
20650,979400,2,83,1,3,2,-7.589843399999999,33.5731104
20651,450000,1,65,1,2,2,-7.945665899999999,33.4774313
20652,1500000,1,152,2,3,2,-5.833954299999999,35.7594651
20653,330000,1,60,1,2,1,-7.589843399999999,33.5731104
20654,480000,1,54,1,2,1,-9.5925444,30.4280405
20655,760000,3,90,1,2,1,-6.9273969,33.9203274
20658,1780000,3,138,2,4,2,-7.589843399999999,33.5731104
20659,370000,2,80,1,2,1,-6.770813800000001,34.0336969
20660,590000,2,61,1,3,1,-7.384854699999999,33.6835086
20662,430000,4,60,1,3,1,-5.833954299999999,35.7594651
20664,1450000,5,95,1,2,2,-7.589843399999999,33.5731104
20666,230000,3,62,3,3,1,-7.5843171,33.268687
20668,950000,3,94,1,2,2,-7.633112999999999,33.4497542
20669,570000,1,68,1,3,1,-5.833954299999999,35.7594651
20671,1360000,4,167,2,4,3,-6.5890166,34.2540503
20673,350000,2,58,1,2,1,-5.833954299999999,35.7594651
20674,1000000,1,110,1,3,1,-6.9273969,33.9203274
20675,440000,1,80,1,3,1,-5.5407299,33.8730164
20676,550000,1,53,1,2,1,-7.589843399999999,33.5731104
20680,300000,1,50,1,2,1,-7.989825799999999,31.6225224
20681,2750000,4,131,2,3,2,-6.8498129,33.9715904
20684,290000,4,53,1,2,1,-5.3625516,35.5888995
20685,860000,1,74,2,2,1,-6.770813800000001,34.0336969
20687,650000,4,160,3,3,2,-5.0078451,34.0181246
20688,300000,3,56,1,2,1,-6.9273969,33.9203274
20689,350000,2,145,2,3,3,-5.0078451,34.0181246
20692,700000,3,80,1,2,1,-7.092619999999999,31.791702
20693,280000,4,56,1,2,2,-7.589843399999999,33.5731104
20694,1500000,1,160,1,4,2,-6.5890166,34.2540503
20697,1160000,4,109,1,3,2,-7.589843399999999,33.5731104
20700,240000,2,75,1,3,1,-5.0078451,34.0181246
20701,620000,2,82,1,2,2,-7.589843399999999,33.5731104
20703,450000,6,90,1,2,1,-3.9980485,34.2105603
20704,350000,1,145,3,2,1,-5.0078451,34.0181246
20705,1970000,8,153,2,3,3,-5.833954299999999,35.7594651
20706,1100000,2,130,1,3,2,-7.633112999999999,33.4497542
20707,450000,1,86,1,2,1,-6.375799,32.342443
20708,850000,4,150,1,3,2,-5.5407299,33.8730164
20709,1290000,2,105,1,3,1,-7.589843399999999,33.5731104
20710,560000,2,116,2,3,2,-5.5407299,33.8730164
20714,1400000,3,128,2,4,2,-7.825917399999999,33.524034
20715,480000,2,90,1,2,1,-5.0078451,34.0181246
20716,650000,3,150,2,3,2,-5.5407299,33.8730164
20717,850000,1,81,2,2,2,-7.589843399999999,33.5731104
20718,420000,1,55,1,2,1,-7.989825799999999,31.6225224
20719,480000,4,79,1,3,1,-7.589843399999999,33.5731104
20720,930000,2,70,1,2,2,-9.5925444,30.4280405
20721,380000,2,51,1,2,1,-7.589843399999999,33.5731104
20724,600000,1,70,1,2,1,-7.825917399999999,33.524034
20725,1080000,1,140,2,3,2,-5.0078451,34.0181246
20726,340000,2,63,1,2,1,-5.5407299,33.8730164
20727,480000,1,86,1,1,1,-7.589843399999999,33.5731104
20729,276000,4,50,1,2,1,-7.589843399999999,33.5731104
20731,550000,2,100,1,2,1,-5.9239749,34.2622961
20732,685000,5,91,2,3,2,-5.0078451,34.0181246
20734,340000,2,54,1,2,1,-5.284117699999999,35.6196262
20735,380000,1,70,1,3,2,-5.5407299,33.8730164
20736,330000,2,74,1,2,1,-5.0078451,34.0181246
20737,720000,1,120,2,3,2,-5.0078451,34.0181246
20738,760000,2,75,1,2,1,-5.284117699999999,35.6196262
20741,420000,2,119,1,3,1,-7.5843171,33.268687
20745,1610000,3,101,1,3,2,-6.8498129,33.9715904
20746,330000,4,54,1,3,1,-7.589843399999999,33.5731104
20747,480000,1,70,2,3,1,-5.3610346,35.8432765
20748,550000,1,120,1,2,1,-5.833954299999999,35.7594651
20749,330000,2,54,1,2,1,-7.589843399999999,33.5731104
20750,340000,2,56,1,2,1,-7.589843399999999,33.5731104
20751,320000,2,65,1,2,1,-7.989825799999999,31.6225224
20755,350000,3,66,1,2,2,-5.5407299,33.8730164
20756,700000,4,130,2,3,2,-8.500711599999999,33.2316326
20757,660000,1,78,1,2,1,-6.5890166,34.2540503
20759,600000,1,110,1,3,2,-1.900155,34.681962
20760,1350000,2,89,1,3,1,-7.589843399999999,33.5731104
20761,640000,3,80,1,2,2,-5.833954299999999,35.7594651
20762,530000,6,72,1,2,1,-6.5890166,34.2540503
20763,470000,2,82,2,2,1,-6.6758408,34.2562684
20766,480000,1,73,1,3,1,-9.5284134,30.3693727
20767,300000,4,60,1,2,1,-5.284117699999999,35.6196262
20770,350000,3,67,1,3,1,-7.516602000000001,33.4540939
20771,500000,1,80,1,2,2,-6.375799,32.342443
20772,360000,1,60,1,1,1,-5.5407299,33.8730164
20776,990000,2,116,2,3,1,-6.770813800000001,34.0336969
20778,720000,1,75,1,2,1,-5.3625516,35.5888995
20779,760000,1,100,1,1,1,-6.5303102,34.0078774
20780,1800000,1,98,2,3,1,-6.8498129,33.9715904
20781,650000,2,96,1,2,2,-5.284117699999999,35.6196262
20784,860000,2,120,1,3,2,-7.589843399999999,33.5731104
20785,840000,2,116,1,3,2,-5.833954299999999,35.7594651
20786,290000,3,52,1,2,1,-7.384854699999999,33.6835086
20787,750000,2,70,1,2,1,-6.9208655,32.886023
20789,1150000,5,84,1,2,2,-7.589843399999999,33.5731104
20791,500000,1,82,1,2,1,-8.500711599999999,33.2316326
20793,1220000,3,74,1,2,2,-7.589843399999999,33.5731104
20794,420000,1,67,1,2,1,-9.5925444,30.4280405
20795,1400000,3,120,2,3,2,-7.589843399999999,33.5731104
20797,350000,2,74,1,2,1,-6.770813800000001,34.0336969
20799,245000,4,58,1,2,1,-8.500711599999999,33.2316326
20800,320000,2,72,2,3,2,-5.5407299,33.8730164
20801,470000,5,70,1,2,1,-5.5407299,33.8730164
20802,530000,1,82,1,2,1,-7.945665899999999,33.4774313
20803,300000,1,80,1,2,1,-7.589843399999999,33.5731104
20805,430000,3,80,1,2,2,-6.6758408,34.2562684
20806,370000,3,65,2,1,1,-7.5843171,33.268687
20807,340000,1,80,1,2,1,-7.589843399999999,33.5731104
20808,750000,6,67,1,2,1,-5.833954299999999,35.7594651
20809,320000,4,53,1,2,1,-7.589843399999999,33.5731104
20810,320000,4,53,1,2,1,-7.589843399999999,33.5731104
20811,1750000,1,92,1,3,2,-7.589843399999999,33.5731104
20812,2850000,5,169,1,4,3,-7.589843399999999,33.5731104
20815,350000,1,68,1,2,1,-7.989825799999999,31.6225224
20816,1395000,4,92,2,2,2,-7.589843399999999,33.5731104
20818,1750000,1,120,1,2,2,-7.589843399999999,33.5731104
20820,720000,3,53,1,2,1,-7.589843399999999,33.5731104
20821,310000,2,51,1,2,1,-7.589843399999999,33.5731104
20822,700000,2,70,1,2,1,-6.770813800000001,34.0336969
20824,820000,1,110,1,3,2,-5.0078451,34.0181246
20826,680000,1,42,1,1,1,-6.5890166,34.2540503
20827,500000,2,70,1,3,1,-7.589843399999999,33.5731104
20828,1870000,2,119,1,3,2,-7.589843399999999,33.5731104
20829,1620000,1,107,1,3,2,-7.589843399999999,33.5731104
20830,290000,4,65,1,4,1,-7.384854699999999,33.6835086
20834,1200000,3,102,2,2,1,-6.8498129,33.9715904
20835,680000,1,118,2,3,1,-6.6758408,34.2562684
20836,1230000,4,145,2,3,2,-5.833954299999999,35.7594651
20844,720000,1,91,1,2,2,-6.0308654,35.4646127
20845,1300000,1,146,1,3,2,-7.384854699999999,33.6835086
20848,560000,1,55,1,1,1,-7.589843399999999,33.5731104
20849,515000,3,105,2,3,2,-5.833954299999999,35.7594651
20850,850000,1,101,2,2,1,-7.989825799999999,31.6225224
20852,340000,1,55,1,2,1,-7.589843399999999,33.5731104
20853,210000,3,42,1,1,1,-5.284117699999999,35.6196262
20854,1170000,5,104,1,3,2,-7.589843399999999,33.5731104
20855,600000,2,70,1,2,1,-7.589843399999999,33.5731104
20857,570000,1,68,1,2,1,-5.833954299999999,35.7594651
20858,230000,3,62,1,3,1,-7.5843171,33.268687
20859,600000,1,62,1,2,1,-2.3123031,34.9177281
20860,2100000,1,114,1,3,2,-6.9273969,33.9203274
20861,2950000,2,125,2,3,2,-7.484122199999999,33.5507563
20864,460000,3,72,1,2,2,-6.5890166,34.2540503
20865,1850000,1,158,1,3,2,-6.8498129,33.9715904
20866,430000,4,60,1,2,1,-5.833954299999999,35.7594651
20868,240000,3,49,1,2,1,-7.8469981,33.42125559999999
20869,690000,1,113,1,1,1,-6.9273969,33.9203274
20871,480000,4,95,2,2,2,-5.0078451,34.0181246
20872,335000,4,54,1,2,1,-7.589843399999999,33.5731104
20873,850000,2,122,2,3,1,-3.9317468,35.2445589
20874,790000,2,100,2,2,2,-7.589843399999999,33.5731104
20875,850000,7,76,1,2,1,-7.589843399999999,33.5731104
20876,470000,2,80,1,3,2,-7.5370811,33.4160634
20877,290000,2,70,1,3,2,-7.384854699999999,33.6835086
20878,1450000,3,80,1,2,2,-7.589843399999999,33.5731104
20879,280000,1,60,1,2,2,-6.9262805,33.8307968
20880,2600000,6,155,1,3,3,-7.589843399999999,33.5731104
20881,290000,4,60,1,2,1,-7.589843399999999,33.5731104
20882,450000,2,90,2,2,1,-7.945665899999999,33.4774313
20884,1600000,4,197,3,3,3,-5.5407299,33.8730164
20885,550000,1,71,1,2,1,-6.770813800000001,34.0336969
20886,1300000,1,85,1,2,3,-7.1599419,33.7734338
20887,760000,1,107,2,3,2,-7.1599419,33.7734338
20888,310000,1,50,1,2,2,-6.770813800000001,34.0336969
20890,860000,3,110,2,3,1,-2.9275836,35.1686165
20891,470000,2,56,1,2,1,-9.5925444,30.4280405
20892,800000,4,129,2,2,1,-5.3625516,35.5888995
20894,600000,2,51,1,1,1,-7.589843399999999,33.5731104
20895,240000,3,52,1,2,1,-2.9275836,35.1686165
20896,440000,3,82,1,2,1,-5.0078451,34.0181246
20897,504000,2,90,1,2,2,-7.484122199999999,33.5507563
20898,700000,5,76,1,2,2,-7.384854699999999,33.6835086
20899,950000,1,90,1,2,2,-9.5925444,30.4280405
20900,700000,1,94,1,2,1,-6.9273969,33.9203274
20901,710000,3,70,1,2,1,-7.589843399999999,33.5731104
20905,1750000,2,138,1,3,2,-7.589843399999999,33.5731104
20907,580000,2,120,2,3,2,-7.5370811,33.4160634
20909,1750000,1,150,3,3,3,-6.8498129,33.9715904
20910,600000,2,62,1,2,2,-6.9273969,33.9203274
20912,330000,2,56,1,2,1,-7.589843399999999,33.5731104
20913,760000,3,82,2,2,2,-7.945665899999999,33.4774313
20914,275000,1,58,1,2,1,-8.500711599999999,33.2316326
20915,895000,1,97,1,3,1,-7.945665899999999,33.4774313
20916,250000,4,55,1,2,1,-2.2876645,35.0998833
20918,290000,1,66,1,2,2,-5.0078451,34.0181246
20919,680000,2,124,1,4,2,-8.500711599999999,33.2316326
20921,670000,4,160,4,4,4,-5.0078451,34.0181246
20923,385000,2,75,1,2,1,-7.5370811,33.4160634
20927,600000,1,60,1,2,1,-7.589843399999999,33.5731104
20928,450000,1,106,2,2,2,-1.900155,34.681962
20929,420000,3,65,1,3,2,-7.589843399999999,33.5731104
20932,375000,1,64,1,2,1,-7.589843399999999,33.5731104
20934,590000,3,75,1,2,1,-9.5925444,30.4280405
20935,350000,1,75,1,3,1,-7.622266499999999,32.99242419999999
20936,450000,2,94,1,3,1,-7.622266499999999,32.99242419999999
20938,350000,3,63,1,2,1,-9.5925444,30.4280405
20939,1400000,2,87,1,4,2,-6.9273969,33.9203274
20940,500000,3,54,1,2,1,-7.589843399999999,33.5731104
20942,400000,3,56,2,2,1,-7.589843399999999,33.5731104
20944,1150000,2,117,2,2,1,-6.770813800000001,34.0336969
20945,590000,3,75,1,2,1,-9.5925444,30.4280405
20946,320000,1,60,1,2,1,-5.284117699999999,35.6196262
20947,370000,1,50,1,2,1,-5.833954299999999,35.7594651
20948,700000,3,68,1,5,1,-6.9273969,33.9203274
20951,650000,4,65,1,2,1,-6.9273969,33.9203274
20952,500000,1,90,1,3,1,-9.7595041,31.5084926
20953,1450000,2,120,3,6,3,-7.989825799999999,31.6225224
20954,1500000,1,120,1,2,2,-6.8498129,33.9715904
20955,580000,2,60,1,2,1,-7.589843399999999,33.5731104
20956,210000,3,45,1,1,1,-5.284117699999999,35.6196262
20957,940000,4,85,1,2,2,-7.589843399999999,33.5731104
20959,1040000,2,189,2,4,2,-5.0078451,34.0181246
20960,490000,3,55,1,2,1,-6.9273969,33.9203274
20961,360000,3,95,1,2,2,-5.0078451,34.0181246
20962,2100000,2,152,2,3,2,-7.589843399999999,33.5731104
20963,540000,2,85,2,2,2,-6.0573302,33.8153704
20964,500000,2,110,1,4,1,-5.0078451,34.0181246
20965,1050000,7,75,2,2,2,-5.833954299999999,35.7594651
20966,460000,3,89,1,6,2,-8.500711599999999,33.2316326
20967,730000,1,86,2,2,1,-7.589843399999999,33.5731104
20968,350000,1,60,1,2,1,-7.589843399999999,33.5731104
20970,450000,4,170,2,3,1,-1.900155,34.681962
20972,260000,3,51,1,2,1,-6.5890166,34.2540503
20974,1450000,2,87,1,4,2,-6.8498129,33.9715904
20975,300000,1,60,1,2,2,-5.5407299,33.8730164
20978,280000,1,63,1,3,1,-5.3625516,35.5888995
20982,1200000,4,134,2,3,2,-6.5890166,34.2540503
20985,420000,1,80,1,2,1,-6.5890166,34.2540503
20987,1970000,1,103,1,2,2,-7.589843399999999,33.5731104
20992,1800000,2,133,4,4,2,-8.7583828,31.5478262
20993,630000,3,100,2,3,2,-7.589843399999999,33.5731104
20994,570000,2,63,1,2,1,-7.384854699999999,33.6835086
20995,2150000,1,162,1,3,3,-7.589843399999999,33.5731104
20996,550000,1,66,1,2,1,-9.5925444,30.4280405
20997,320000,1,86,1,2,1,-5.5407299,33.8730164
20999,640000,2,140,1,2,1,-7.989825799999999,31.6225224
21000,850000,2,80,1,3,1,-5.833954299999999,35.7594651
21003,600000,4,129,1,3,2,-5.0078451,34.0181246
21006,470000,1,78,1,2,1,-5.0078451,34.0181246
21007,1150000,2,77,1,2,1,-5.3625516,35.5888995
21008,650000,4,92,1,3,1,-6.770813800000001,34.0336969
21009,390000,5,52,1,2,1,-5.833954299999999,35.7594651
21011,320000,4,58,1,2,1,-7.1599419,33.7734338
21012,320000,3,58,1,2,1,-8.500711599999999,33.2316326
21013,960000,7,139,2,3,2,-6.5890166,34.2540503
21014,380000,1,60,1,2,1,-7.5843171,33.268687
21015,1900000,1,130,1,3,2,-6.9273969,33.9203274
21016,900000,3,100,1,5,2,-7.384854699999999,33.6835086
21018,370000,3,69,1,2,2,-7.989825799999999,31.6225224
21023,650000,1,76,1,2,1,-2.4159308,35.1303966
21025,500000,2,54,1,2,1,-7.589843399999999,33.5731104
21026,520000,4,74,1,3,1,-7.989825799999999,31.6225224
21027,360000,1,50,1,2,1,-7.589843399999999,33.5731104
21028,250000,3,66,1,2,1,-6.9262805,33.8307968
21029,520000,4,64,2,2,1,-7.589843399999999,33.5731104
21030,600000,1,59,1,2,1,-9.5925444,30.4280405
21031,1200000,2,102,1,2,1,-7.589843399999999,33.5731104
21034,1380000,3,84,1,2,2,-7.589843399999999,33.5731104
21035,1450000,6,121,1,3,2,-7.589843399999999,33.5731104
21036,600000,2,78,1,2,1,-7.589843399999999,33.5731104
21037,550000,2,53,1,2,1,-7.092619999999999,31.791702
21039,400000,4,50,1,2,1,-9.5925444,30.4280405
21040,580000,2,100,2,5,2,-6.375799,32.342443
21041,980000,1,129,1,3,2,-5.833954299999999,35.7594651
21042,920000,2,78,1,2,2,-6.9273969,33.9203274
21044,720000,4,87,1,3,2,-6.9273969,33.9203274
21047,270000,3,60,1,2,1,-5.5407299,33.8730164
21050,1950000,3,190,2,3,2,-7.291589999999998,33.7395856
21052,330000,1,78,1,2,1,-8.500711599999999,33.2316326
21053,600000,3,84,1,3,1,-5.284117699999999,35.6196262
21054,410000,1,62,1,2,2,-7.589843399999999,33.5731104
21056,700000,1,70,1,2,1,-2.2876645,35.0998833
21057,1190000,4,109,2,3,3,-6.9273969,33.9203274
21058,1200000,5,120,1,3,2,-7.589843399999999,33.5731104
21061,370000,1,74,2,2,2,-5.5407299,33.8730164
21062,1050000,1,140,1,4,1,-7.589843399999999,33.5731104
21064,540000,2,54,1,2,1,-7.589843399999999,33.5731104
21067,1200000,1,119,1,3,1,-7.589843399999999,33.5731104
21068,500000,1,114,1,2,1,-8.000163299999999,33.3736523
21074,460000,1,56,1,2,0,-9.5925444,30.4280405
21075,640000,2,100,2,3,1,-6.770813800000001,34.0336969
21076,310000,2,49,1,2,1,-9.5925444,30.4280405
21077,697963,2,100,1,3,1,-6.375799,32.342443
21079,970000,1,70,1,2,1,-7.589843399999999,33.5731104
21080,260000,3,60,1,2,1,-7.5843171,33.268687
21081,950000,1,84,2,2,2,-7.384854699999999,33.6835086
21082,900000,1,105,1,3,2,-7.384854699999999,33.6835086
21083,305000,4,52,1,2,1,-7.589843399999999,33.5731104
21084,1350000,3,122,2,3,2,-7.384854699999999,33.6835086
21087,450000,3,64,1,1,1,-6.770813800000001,34.0336969
21090,390000,3,67,1,2,2,-5.0078451,34.0181246
21091,450000,1,120,1,2,2,-5.0078451,34.0181246
21093,690000,4,120,1,3,2,-5.5407299,33.8730164
21094,580000,2,51,1,1,1,-7.589843399999999,33.5731104
21096,340000,1,50,1,4,1,-7.589843399999999,33.5731104
21097,720000,4,80,2,2,2,-7.384854699999999,33.6835086
21099,1200000,1,123,1,3,2,-6.9273969,33.9203274
21101,1200000,3,84,3,9,3,-12.1632718,27.8521664
21103,1200000,3,90,1,2,2,-9.5925444,30.4280405
21106,280000,1,60,1,3,2,-6.9273969,33.9203274
21107,490000,3,68,1,3,1,-7.589843399999999,33.5731104
21111,350000,3,82,1,2,1,-6.770813800000001,34.0336969
21112,1000000,3,100,1,3,2,-5.3610346,35.8432765
21114,660000,3,141,1,2,2,-6.5890166,34.2540503
